id,level,kind,zh,pinyin,en,status,reviewer,note
071f96c56f57b206,biz,business-term,营业收入,yíngyè shōurù,revenue,,,
7ab0b643f4a5cd30,biz,business-term,毛利率,máolìlǜ,gross margin,,,
766b90a3050e76d1,biz,business-term,净利润,jìnglìrùn,net profit,,,
462c2fc34ff205ae,biz,business-term,应收账款,yīngshōu zhàngkuǎn,accounts receivable,,,
2a5946bee7716fae,biz,business-term,负债,fùzhài,liabilities / debt,,,
2f50ef19db8eb27f,biz,business-term,关联交易,guānlián jiāoyì,related-party transaction,,,
d39f0c6b72244bb9,biz,business-term,合规,héguī,compliance,,,
6bbe0fdb9113cc4b,biz,business-term,税务,shuìwù,tax affairs,,,
72b79527609267ba,biz,business-term,知识产权,zhīshi chǎnquán,intellectual property,,,
72b2e6661fa6ab58,biz,business-term,客户集中度,kèhù jízhōngdù,customer concentration,,,
925cb54f686ff554,biz,business-phrase,请把最近三年的审计报告放进数据室。,Qǐng bǎ zuìjìn sān nián de shěnjì bàogào fàng jìn shùjùshì.,Please put the last three years of audit reports in the data room.,,,
6ea700066cdde9af,biz,business-phrase,这笔关联交易是怎么定价的？,Zhè bǐ guānlián jiāoyì shì zěnme dìngjià de?,How was this related-party transaction priced?,,,
babcccdd60c2eea4,biz,business-phrase,毛利率为什么去年下降了五个百分点？,Máolìlǜ wèi shénme qùnián xiàjiàng le wǔ ge bǎifēndiǎn?,Why did gross margin fall five percentage points last year?,,,
9cc326622fee1507,biz,business-term,谈判,tánpàn,negotiation,,,
57035061135e03a2,biz,business-term,让步,ràngbù,to concede / a concession,,,
a71f1b012f814cff,biz,business-term,底线,dǐxiàn,bottom line,,,
16bb1d2b098c2b2f,biz,business-term,条件,tiáojiàn,condition / terms,,,
f8c69ac05e3739cb,biz,business-term,双赢,shuāngyíng,win-win,,,
8b67d2f1b9417ca9,biz,business-term,妥协,tuǒxié,compromise,,,
2575cdc9930f58fc,biz,business-term,分歧,fēnqí,disagreement / gap,,,
04d6a2338abac8a9,biz,business-term,达成一致,dáchéng yízhì,reach agreement,,,
23c647a4dfc45578,biz,business-term,原则上,yuánzé shang,in principle,,,
4021039a64cfa460,biz,business-term,灵活,línghuó,flexible,,,
b2509bf097cbde16,biz,business-term,诚意,chéngyì,sincerity / good faith,,,
2820feb87ffe2ce2,biz,business-term,面子,miànzi,face (reputation),,,
ae10ecea8d056841,biz,business-term,折中,zhézhōng,to split the difference,,,
1e089ea4eec7300a,biz,business-term,最后报价,zuìhòu bàojià,final offer,,,
f80ff15d167e37c3,biz,business-phrase,我们原则上同意，细节还需要再讨论。,"Wǒmen yuánzé shang tóngyì, xìjié hái xūyào zài tǎolùn.",We agree in principle; the details need more discussion.,,,
0e8d1438bfb1fda1,biz,business-phrase,这一点我们可以让步，但估值上希望您也灵活一些。,"Zhè yì diǎn wǒmen kěyǐ ràngbù, dàn gūzhí shang xīwàng nín yě línghuó yìxiē.","We can concede this point, but we hope you can be flexible on valuation too.",,,
9b26726202ceb4f5,biz,business-phrase,我们内部再讨论一下，明天给您答复。,"Wǒmen nèibù zài tǎolùn yíxià, míngtiān gěi nín dáfù.",We will discuss internally and reply tomorrow.,,,
142b024a92e52ab6,biz,business-phrase,这已经是我们最后的报价了。,Zhè yǐjīng shì wǒmen zuìhòu de bàojià le.,This is already our final offer.,,,
0581eef79ac8cca6,biz,business-phrase,我看我们各让一步，折中一下怎么样？,"Wǒ kàn wǒmen gè ràng yí bù, zhézhōng yíxià zěnmeyàng?",How about we each give a little and split the difference?,,,
83aa8186e118b518,biz,business-term,签约,qiānyuē,signing,,,
948d0c5592d2629a,biz,business-term,交割,jiāogē,closing (completion),,,
52be947af3490c31,biz,business-term,交割条件,jiāogē tiáojiàn,conditions precedent (CPs),,,
8f55ec25bcd358d0,biz,business-term,交割日,jiāogērì,closing date,,,
6f0546de73d1c9b0,biz,business-term,付款,fùkuǎn,payment,,,
fadf44d48de51a31,biz,business-term,电汇,diànhuì,wire transfer,,,
b34547adb79967e0,biz,business-term,托管账户,tuōguǎn zhànghù,escrow account,,,
f91e59a0579cc81c,biz,business-term,外汇管制,wàihuì guǎnzhì,foreign-exchange control,,,
b819fc4371df0abe,biz,business-term,结汇,jiéhuì,to convert foreign currency into RMB,,,
539eea86f1ec3dff,biz,business-term,购汇,gòuhuì,to buy foreign currency (with RMB),,,
57ef2c45ef260ee3,biz,business-term,汇率,huìlǜ,exchange rate,,,
5028f56b22c245df,biz,business-term,境外直接投资备案,jìngwài zhíjiē tóuzī bèi’àn,ODI filing (outbound direct investment),,,
387ccc9ce8f145f0,biz,business-term,国家外汇管理局,Guójiā Wàihuì Guǎnlǐjú,SAFE (State Administration of Foreign Exchange),,,
6d9c8c96bedf328b,biz,business-term,发改委,Fāgǎiwěi,NDRC (National Development and Reform Commission),,,
5b0fbf09de786941,biz,business-term,商务部,Shāngwùbù,MOFCOM (Ministry of Commerce),,,
60a036ca1618e39a,biz,business-term,三十七号文登记,sānshíqī hào wén dēngjì,SAFE Circular 37 registration,,,
ef9b89bd2614109b,biz,business-term,红筹架构,hóngchóu jiàgòu,red-chip structure (offshore holding),,,
f34864e2ff406906,biz,business-term,VIE结构,VIE jiégòu,variable-interest-entity structure,,,
dcd39def81d9ce91,biz,business-term,开曼公司,Kāimàn gōngsī,Cayman company,,,
5f9569f60b3bb668,biz,business-term,境内,jìngnèi,onshore,,,
c6f6e57dad247311,biz,business-term,境外,jìngwài,offshore,,,
0e557344ea143e77,biz,business-term,工商变更,gōngshāng biàngēng,company registry update (SAMR),,,
4472c788b0ca7c57,biz,business-phrase,所有交割条件满足后三个工作日内付款。,Suǒyǒu jiāogē tiáojiàn mǎnzú hòu sān ge gōngzuòrì nèi fùkuǎn.,Payment within three business days after all conditions precedent are satisfied.,,,
c1e730fcbae86471,biz,business-phrase,资金先打到托管账户，工商变更完成后再释放。,"Zījīn xiān dǎ dào tuōguǎn zhànghù, gōngshāng biàngēng wánchéng hòu zài shìfàng.",Funds go to escrow first and are released after the registry update is complete.,,,
7f1251b8ddcc1784,biz,business-phrase,境外直接投资备案大概需要多长时间？,Jìngwài zhíjiē tóuzī bèi’àn dàgài xūyào duō cháng shíjiān?,Roughly how long will the ODI filing take?,,,
b783f2a3b02482ea,biz,business-phrase,我们按签约日的汇率结算。,Wǒmen àn qiānyuē rì de huìlǜ jiésuàn.,We settle at the exchange rate on the signing date.,,,
c8f08be6bdf3cff5,biz,business-phrase,钱到账了，交割完成，合作愉快！,"Qián dàozhàng le, jiāogē wánchéng, hézuò yúkuài!","The funds have arrived, closing is complete, here’s to working together!",,,
f70659f0a0034b2c,biz,business-term,股东协议,gǔdōng xiéyì,shareholders’ agreement,,,
f67fac5c68f87b84,biz,business-term,股份购买协议,gǔfèn gòumǎi xiéyì,share purchase agreement (SPA),,,
3f11ddb5cc699443,biz,business-term,公司章程,gōngsī zhāngchéng,articles of association,,,
fbc422afaade6313,biz,business-term,陈述与保证,chénshù yǔ bǎozhèng,representations and warranties,,,
cf4b3a69084877da,biz,business-term,违约,wéiyuē,breach of contract,,,
b671f140ae8e5758,biz,business-term,赔偿,péicháng,indemnity / compensation,,,
faab828afd30d562,biz,business-term,仲裁,zhòngcái,arbitration,,,
0855c975042949af,biz,business-term,管辖法律,guǎnxiá fǎlǜ,governing law,,,
c997444643299f36,biz,business-term,生效,shēngxiào,to come into effect,,,
8637ac9558ff1093,biz,business-term,终止,zhōngzhǐ,to terminate,,,
c7225dbf105eeed5,biz,business-term,附件,fùjiàn,schedule / attachment,,,
4fb2a721fed18e76,biz,business-term,盖章,gàizhāng,to stamp with the company seal,,,
06d4f871757d3ac7,biz,business-term,律师事务所,lǜshī shìwùsuǒ,law firm,,,
38d47a0586d824b9,biz,business-phrase,协议适用香港法律，争议提交香港国际仲裁中心仲裁。,"Xiéyì shìyòng Xiānggǎng fǎlǜ, zhēngyì tíjiāo Xiānggǎng Guójì Zhòngcái Zhōngxīn zhòngcái.",The agreement is governed by Hong Kong law; disputes go to HKIAC arbitration.,,,
a3254a1a8eb35858,biz,business-phrase,请贵方律师尽快回复我们的修改意见。,Qǐng guìfāng lǜshī jǐnkuài huífù wǒmen de xiūgǎi yìjiàn.,Please have your counsel respond to our mark-up as soon as possible.,,,
350f39717c4337bf,biz,business-phrase,合同一式两份，双方签字盖章后生效。,"Hétong yí shì liǎng fèn, shuāngfāng qiānzì gàizhāng hòu shēngxiào.",Two originals; effective once both sides sign and chop.,,,
498e1d59b4d787ee,biz,business-term,退出,tuìchū,exit,,,
64f04e9b1dbad452,biz,business-term,上市,shàngshì,to list / IPO,,,
9cdd2576bcc43886,biz,business-term,首次公开募股,shǒucì gōngkāi mùgǔ,initial public offering (IPO),,,
f04ea69b79f4fd15,biz,business-term,并购,bìnggòu,mergers and acquisitions (M&A),,,
f9a3871c2349efec,biz,business-term,老股转让,lǎogǔ zhuǎnràng,secondary sale of existing shares,,,
ca136e9b075fdaec,biz,business-term,科创板,Kēchuàngbǎn,STAR Market (Shanghai),,,
f20fbfbe74de6c84,biz,business-term,港交所,Gǎngjiāosuǒ,Hong Kong Stock Exchange (HKEX),,,
f89f8826384e7bd2,biz,business-term,纳斯达克,Nàsīdákè,NASDAQ,,,
d67b8f8bc0ae46cf,biz,business-term,回报倍数,huíbào bèishù,multiple on invested capital (MOIC),,,
51e8685171729ea5,biz,business-term,内部收益率,nèibù shōuyìlǜ,internal rate of return (IRR),,,
582daaeda74de830,biz,business-term,账面价值,zhàngmiàn jiàzhí,book value,,,
fc135337a267b9fd,biz,business-term,分配,fēnpèi,distribution,,,
3e982d630b9ab454,biz,business-term,减持,jiǎnchí,to reduce a holding / sell down,,,
53d2ea9b93deacb3,biz,business-phrase,我们计划三到五年内通过上市或并购退出。,Wǒmen jìhuà sān dào wǔ nián nèi tōngguò shàngshì huò bìnggòu tuìchū.,We plan to exit within three to five years via IPO or M&A.,,,
52461d99a1168197,biz,business-phrase,上一期基金的内部收益率是百分之二十五，回报倍数三倍。,"Shàng yì qī jījīn de nèibù shōuyìlǜ shì bǎi fēn zhī èrshíwǔ, huíbào bèishù sān bèi.",The previous fund’s IRR was 25 percent with a 3x multiple.,,,
253aaff19a394621,biz,business-term,关系,guānxi,relationships / connections,,,
5e5e780ac61f2f9e,biz,business-term,饭局,fànjú,business dinner,,,
48f2b3f6e53cf4e9,biz,business-term,请客,qǐngkè,to host / treat,,,
7e3819d36dd4baac,biz,business-term,敬酒,jìngjiǔ,to toast someone,,,
61b99196d57c26a4,biz,business-term,干杯,gānbēi,cheers (bottoms up),,,
78e07efce8ca0462,biz,business-term,白酒,báijiǔ,Chinese liquor,,,
08c623d9b4b7b361,biz,business-term,随意,suíyì,as you like (not bottoms up),,,
6157e3141c5f72d8,biz,business-term,主宾,zhǔbīn,guest of honour,,,
811fe0719f385336,biz,business-term,买单,mǎidān,to pay the bill,,,
74fa9d6a54d409bb,biz,business-term,客气,kèqi,polite / to stand on ceremony,,,
4d9a4eae251c2e6f,biz,business-term,长期合作,chángqī hézuò,long-term cooperation,,,
677aad1a0ee44cd6,biz,business-term,朋友,péngyou,friend,,,
91f24c4e8e173ffc,biz,business-phrase,我敬您一杯，感谢您的信任和支持。,"Wǒ jìng nín yì bēi, gǎnxiè nín de xìnrèn hé zhīchí.","A toast to you, with thanks for your trust and support.",,,
afae389bf229e74f,biz,business-phrase,合作愉快，以后常来往！,"Hézuò yúkuài, yǐhòu cháng láiwǎng!",To a happy partnership; let’s stay in close touch!,,,
8e1f5230c6e2179c,biz,business-phrase,今天我做东，大家别客气。,"Jīntiān wǒ zuòdōng, dàjiā bié kèqi.","Tonight is on me, everyone; please don’t stand on ceremony.",,,
32406b01b374d4fa,biz,business-phrase,先做朋友，再做生意。,"Xiān zuò péngyou, zài zuò shēngyi.","Friends first, business second.",,,
fc227df4fc949728,biz,business-term,万,wàn,ten thousand,,,
395ae225e5b85b5e,biz,business-term,亿,yì,hundred million,,,
ba9771ca730db58f,biz,business-term,人民币,rénmínbì,"renminbi (RMB, CNY)",,,
dcdd3b5c450b3787,biz,business-term,美元,měiyuán,US dollar,,,
86e7ba554eed12a0,biz,business-term,港币,gǎngbì,Hong Kong dollar,,,
c62a5980029654f7,biz,business-term,百分之,bǎi fēn zhī,percent (百分之二十 = 20%),,,
9604743bcd0ba56c,biz,business-term,基点,jīdiǎn,basis point,,,
16729fb40af5af9b,biz,business-term,倍,bèi,times / multiple (三倍 = 3x),,,
ec11d9abcf5ad16c,biz,business-term,折扣,zhékòu,discount,,,
84c2f9831a57535d,biz,business-term,利率,lìlǜ,interest rate,,,
639de58eb608d490,biz,business-term,成本,chéngběn,cost,,,
bd8dbd5724735390,biz,business-term,预算,yùsuàn,budget,,,
462735c2fef33ed2,biz,business-term,大约,dàyuē,approximately,,,
9ae42421ec384cda,biz,business-phrase,三千万美元，大约两亿一千万人民币。,"Sānqiān wàn měiyuán, dàyuē liǎng yì yìqiān wàn rénmínbì.","Thirty million dollars, roughly 210 million RMB.",,,
27b4ffb53f039138,biz,business-phrase,估值打八折，我们就可以马上签。,"Gūzhí dǎ bā zhé, wǒmen jiù kěyǐ mǎshàng qiān.",A 20 percent discount on valuation and we can sign immediately.,,,
63d30f1a037d0771,biz,business-term,会议,huìyì,meeting,,,
dadfb69259014b73,biz,business-term,议程,yìchéng,agenda,,,
d9acdc65b1a82184,biz,business-term,会议纪要,huìyì jìyào,meeting minutes,,,
82e25d0a2a272f44,biz,business-term,跟进,gēnjìn,to follow up,,,
d0df6682f3e07232,biz,business-term,对接,duìjiē,to liaise / connect with a counterpart,,,
5efdce443b855a16,biz,business-term,落实,luòshí,to implement / nail down,,,
e0ff6ac57af5eb53,biz,business-term,推进,tuījìn,to push forward,,,
a95ea25c608d541b,biz,business-term,尽快,jǐnkuài,as soon as possible,,,
36f33adaf0942634,biz,business-term,确认,quèrèn,to confirm,,,
c7225dbf105eeed5,biz,business-term,附件,fùjiàn,attachment,,,
f1d00093dddf37d0,biz,business-term,时间表,shíjiānbiǎo,timeline,,,
81b430b696435180,biz,business-term,微信,Wēixìn,WeChat,,,
a88331a62078ce7c,biz,business-term,视频会议,shìpín huìyì,video call,,,
82764fc89a5822df,biz,business-term,时差,shíchā,time difference,,,
c222041bd70b5d58,biz,business-phrase,王总您好，附件是今天的会议纪要，请您确认。,"Wáng zǒng nín hǎo, fùjiàn shì jīntiān de huìyì jìyào, qǐng nín quèrèn.","Hello Mr Wang, attached are today’s minutes, please confirm.",,,
f74451c8c20b4bf0,biz,business-phrase,方便的话，我们下周三北京时间上午十点视频会议？,"Fāngbiàn de huà, wǒmen xià zhōusān Běijīng shíjiān shàngwǔ shí diǎn shìpín huìyì?","If convenient, a video call next Wednesday at 10 a.m. Beijing time?",,,
8f43e3fef2708104,biz,business-phrase,麻烦您加一下我的微信，方便后续对接。,"Máfan nín jiā yíxià wǒ de Wēixìn, fāngbiàn hòuxù duìjiē.",Please add my WeChat so we can coordinate going forward.,,,
200eb20741ec293f,biz,business-phrase,我们尽快推进，争取月底前完成交割。,"Wǒmen jǐnkuài tuījìn, zhēngqǔ yuèdǐ qián wánchéng jiāogē.",We will push ahead quickly and aim to close before month-end.,,,
ee96b1f8f8bac3e2,biz,business-dialogue,李总，我们的报价是投前估值两亿美元，投资三千万。,"Lǐ zǒng, wǒmen de bàojià shì tóuqián gūzhí liǎng yì měiyuán, tóuzī sānqiān wàn.","Mr Li, our offer is 200 million pre-money, investing 30 million.",,,
c3d8bd81901817c9,biz,business-dialogue,坦白说，我们期望的估值是两亿五千万。,"Tǎnbái shuō, wǒmen qīwàng de gūzhí shì liǎng yì wǔqiān wàn.","Frankly, we were expecting 250 million.",,,
5ab338e6a246ea1d,biz,business-dialogue,估值我们可以再谈，但一倍优先清算权和一个董事会席位是底线。,"Gūzhí wǒmen kěyǐ zài tán, dàn yí bèi yōuxiān qīngsuànquán hé yí ge dǒngshìhuì xíwèi shì dǐxiàn.","Valuation is open, but a 1x liquidation preference and one board seat are our bottom line.",,,
7dbde7e20573cbf3,biz,business-dialogue,席位没问题。清算权我们希望是不参与分配的。,Xíwèi méi wèntí. Qīngsuànquán wǒmen xīwàng shì bù cānyù fēnpèi de.,The seat is fine. On the preference we want non-participating.,,,
2eddeeac59ec9a78,biz,business-dialogue,可以。那估值我们折中，两亿两千五百万，怎么样？,"Kěyǐ. Nà gūzhí wǒmen zhézhōng, liǎng yì liǎngqiān wǔbǎi wàn, zěnmeyàng?",Agreed. Then let’s split the difference on valuation: 225 million?,,,
546dee1c757910a7,biz,business-dialogue,我们内部讨论一下，明天给您答复。,"Wǒmen nèibù tǎolùn yíxià, míngtiān gěi nín dáfù.",We will discuss internally and reply tomorrow.,,,
4f22429629c36c96,biz,business-dialogue,交割条件还剩两项：境外直接投资备案和工商变更。,Jiāogē tiáojiàn hái shèng liǎng xiàng: jìngwài zhíjiē tóuzī bèi’àn hé gōngshāng biàngēng.,Two conditions precedent remain: the ODI filing and the registry update.,,,
f0bc4001c3b19bd4,biz,business-dialogue,备案下周能拿到，工商变更大概需要十个工作日。,"Bèi’àn xià zhōu néng nádào, gōngshāng biàngēng dàgài xūyào shí ge gōngzuòrì.",The filing comes next week; the registry update needs about ten business days.,,,
a292d5c33f5e08ea,biz,business-dialogue,那我们先把资金打到托管账户，变更完成后释放。,"Nà wǒmen xiān bǎ zījīn dǎ dào tuōguǎn zhànghù, biàngēng wánchéng hòu shìfàng.",Then we will wire the funds to escrow and release them once the update is done.,,,
04e9f8886dc10fa4,biz,business-dialogue,同意。汇率按签约日计算，对吧？,"Tóngyì. Huìlǜ àn qiānyuē rì jìsuàn, duì ba?","Agreed. The exchange rate is fixed at the signing date, correct?",,,
a7c9185c254d7314,biz,business-dialogue,对。我今天把时间表发给大家，请确认。,"Duì. Wǒ jīntiān bǎ shíjiānbiǎo fā gěi dàjiā, qǐng quèrèn.",Correct. I will send the timeline today; please confirm.,,,
33073309bd8ee3d4,biz,business-dialogue,张总，感谢您抽时间。我们正在募集第三期美元基金，目标五亿。,"Zhāng zǒng, gǎnxiè nín chōu shíjiān. Wǒmen zhèngzài mùjí dì-sān qī měiyuán jījīn, mùbiāo wǔ yì.","Mr Zhang, thank you for your time. We are raising our third USD fund, targeting 500 million.",,,
2ed272b98b44841d,biz,business-dialogue,前两期的业绩怎么样？,Qián liǎng qī de yèjì zěnmeyàng?,How did the first two funds perform?,,,
b7b796e426c15e9d,biz,business-dialogue,一期已经全部退出，内部收益率百分之二十八，回报倍数三点二倍。,"Yī qī yǐjīng quánbù tuìchū, nèibù shōuyìlǜ bǎi fēn zhī èrshíbā, huíbào bèishù sān diǎn èr bèi.","Fund I is fully exited: 28 percent IRR, 3.2x.",,,
1868869caabf807c,biz,business-dialogue,管理费和业绩报酬呢？,Guǎnlǐfèi hé yèjì bàochou ne?,And the fees?,,,
