id,level,kind,zh,pinyin,en,status,reviewer,note
6b791f00522a6b88,6,sentence,一个人住久了会觉得孤独。,Yí ge rén zhù jiǔ le huì juéde gūdú.,Living alone for a long time can make you feel lonely.,,,
0218ad18e69565cf,6,sentence,婴儿在妈妈怀里睡着了。,Yīng’ér zài māma huái lǐ shuìzháo le.,The baby fell asleep in its mother’s arms.,,,
5d1a9b8abf4b0218,6,sentence,我们反对任何暴力。,Wǒmen fǎnduì rènhé bàolì.,We oppose any form of violence.,,,
1d0382bbc7d0c91a,6,sentence,双方签署了合作协议。,Shuāngfāng qiānshǔ le hézuò xiéyì.,Both sides signed a cooperation agreement.,,,
5100e5abf8e38032,6,sentence,她愤怒地把信抛到了地上。,Tā fènnù de bǎ xìn pāo dào le dìshang.,She angrily threw the letter to the ground.,,,
f36d69526569c4a5,6,sentence,银行昨天晚上被抢劫了。,Yínháng zuótiān wǎnshang bèi qiǎngjié le.,The bank was robbed last night.,,,
ad90855d869440cc,6,sentence,会议室里一片混乱。,Huìyìshì lǐ yípiàn hùnluàn.,The meeting room was in chaos.,,,
b399c28811d40787,6,sentence,法院明天审判这个案子。,Fǎyuàn míngtiān shěnpàn zhège ànzi.,The court will try this case tomorrow.,,,
a2207dbf013abdfc,6,sentence,你别嫉妒别人的成功。,Nǐ bié jídù biérén de chénggōng.,Don’t be jealous of other people’s success.,,,
65642461827f471d,6,sentence,这场大火毁灭了整个村庄。,Zhè chǎng dàhuǒ huǐmiè le zhěnggè cūnzhuāng.,The big fire destroyed the whole village.,,,
430e19fd78d7c1c2,6,sentence,我搭朋友的车去上班。,Wǒ dā péngyou de chē qù shàngbān.,I ride to work in my friend’s car.,,,
50dfb0e6a72720c1,6,sentence,她的钻石戒指丢了。,Tā de zuànshí jièzhi diū le.,Her diamond ring is lost.,,,
d92d636cab7ded72,6,sentence,公司解雇了三名员工。,Gōngsī jiěgù le sān míng yuángōng.,The company fired three employees.,,,
79675dfada1f33dd,6,sentence,你不要欺骗自己。,Nǐ búyào qīpiàn zìjǐ.,Don’t deceive yourself.,,,
1d8603ebeafe6dc5,6,sentence,他擅长做中国菜。,Tā shàncháng zuò Zhōngguó cài.,He is good at cooking Chinese food.,,,
7bfd2e708354ac05,6,sentence,军队已经撤退了。,Jūnduì yǐjīng chètuì le.,The army has already withdrawn.,,,
b9ad2011f47f6a88,6,sentence,那天的场面真尴尬。,Nà tiān de chǎngmiàn zhēn gāngà.,That day’s scene was really awkward.,,,
88ac1c98ce3ff30d,6,sentence,人民有权利反抗压迫。,Rénmín yǒu quánlì fǎnkàng yāpò.,The people have the right to resist oppression.,,,
7018b93adbaaa939,6,sentence,不要掩盖自己的错误。,Búyào yǎngài zìjǐ de cuòwù.,Don’t cover up your own mistakes.,,,
ad3a5f7cfd6317ee,6,sentence,他陷入了深深的思考。,Tā xiànrù le shēnshēn de sīkǎo.,He fell into deep thought.,,,
54cbd8c44499eb09,6,sentence,婚礼仪式非常简单。,Hūnlǐ yíshì fēicháng jiǎndān.,The wedding ceremony was very simple.,,,
bc4fe367d414fe56,6,sentence,诚实是最好的荣誉。,Chéngshí shì zuì hǎo de róngyù.,Honesty is the best honor.,,,
2afb50d78d8af665,6,sentence,这座塔有八百年的历史。,Zhè zuò tǎ yǒu bābǎi nián de lìshǐ.,This tower has eight hundred years of history.,,,
99ad9b6cab6a8994,6,sentence,侦探终于找到了线索。,Zhēntàn zhōngyú zhǎodào le xiànsuǒ.,The detective finally found a clue.,,,
8ad1066c8eb2bb51,6,sentence,他的说法太荒谬了。,Tā de shuōfǎ tài huāngmiù le.,His argument is too absurd.,,,
03afb05585ca71eb,6,sentence,这种疾病现在可以治好。,Zhè zhǒng jíbìng xiànzài kěyǐ zhìhǎo.,This disease can now be cured.,,,
3e8b8e91ba0558a0,6,sentence,他演奏了一首钢琴曲。,Tā yǎnzòu le yì shǒu gāngqín qǔ.,He played a piano piece.,,,
9db5c5aa499d14be,6,sentence,狗是人类忠诚的朋友。,Gǒu shì rénlèi zhōngchéng de péngyou.,Dogs are loyal friends of humankind.,,,
7be7cfb5b4a54c4a,6,sentence,他听到这个消息后差点崩溃了。,Tā tīngdào zhège xiāoxi hòu chàdiǎn bēngkuì le.,He nearly broke down after hearing the news.,,,
77c145a815a9ae8b,6,sentence,走廊里请不要大声说话。,Zǒuláng lǐ qǐng búyào dàshēng shuōhuà.,Please don’t talk loudly in the corridor.,,,
96d92b0591e3c953,6,sentence,这些产品已经被市场淘汰了。,Zhèxiē chǎnpǐn yǐjīng bèi shìchǎng táotài le.,These products have already been eliminated by the market.,,,
ba68bdb8edb84456,6,sentence,她从小就喜欢舞蹈。,Tā cóng xiǎo jiù xǐhuan wǔdǎo.,She has loved dancing since she was little.,,,
4916128e2d60e289,6,sentence,你不该隐瞒事实。,Nǐ bù gāi yǐnmán shìshí.,You shouldn’t hide the facts.,,,
0faa2a90d771555e,6,sentence,他有音乐方面的天赋。,Tā yǒu yīnyuè fāngmiàn de tiānfù.,He has a gift for music.,,,
31ce155bc92e5233,6,sentence,别嘲笑别人的缺点。,Bié cháoxiào biérén de quēdiǎn.,Don’t laugh at other people’s shortcomings.,,,
30261f4f71a0ad5f,6,sentence,爷爷年轻的时候打过仗。,Yéye niánqīng de shíhou dǎ guo zhàng.,Grandpa fought in a war when he was young.,,,
b43da9a0b754c31e,6,sentence,哇，这里的风景太美了！,"Wā, zhèlǐ de fēngjǐng tài měi le!","Wow, the scenery here is so beautiful!",,,
36a2f482597e5663,6,sentence,医生说他得了癌症。,Yīshēng shuō tā dé le áizhèng.,The doctor said he has cancer.,,,
05555b914368f769,6,sentence,这是感冒的常见症状。,Zhè shì gǎnmào de chángjiàn zhèngzhuàng.,These are common symptoms of a cold.,,,
082f314127c5a7c9,6,sentence,秘密终于暴露了。,Mìmì zhōngyú bàolù le.,The secret was finally exposed.,,,
123207feca836df9,6,sentence,我们请了一位保姆照顾孩子。,Wǒmen qǐng le yí wèi bǎomǔ zhàogù háizi.,We hired a nanny to look after the children.,,,
15d69a300f2d7d8b,6,sentence,他遭遇了一场车祸。,Tā zāoyù le yì chǎng chēhuò.,He was in a car accident.,,,
e2eb4fce0e89612f,6,sentence,飞机将于八点抵达北京。,Fēijī jiāng yú bā diǎn dǐdá Běijīng.,The plane will arrive in Beijing at eight.,,,
5c30c421194c2bfd,6,sentence,谁也不能侮辱我的家人。,Shéi yě bù néng wǔrǔ wǒ de jiārén.,Nobody may insult my family.,,,
c7ef691b04ba42e4,6,sentence,他凌晨三点才回到家。,Tā língchén sān diǎn cái huídào jiā.,He didn’t get home until three in the morning.,,,
688ab8a32e624f7e,6,sentence,墙上留下了一道痕迹。,Qiáng shang liúxià le yí dào hénjì.,A mark was left on the wall.,,,
ad542b8eccae6bc7,6,sentence,古代的皇帝住在宫殿里。,Gǔdài de huángdì zhù zài gōngdiàn lǐ.,Ancient emperors lived in palaces.,,,
046897b472162276,6,sentence,战争是残酷的。,Zhànzhēng shì cánkù de.,War is cruel.,,,
a4b77a758181e66e,6,sentence,她一个人在房间里哭泣。,Tā yí ge rén zài fángjiān lǐ kūqì.,She was weeping alone in the room.,,,
5a118378b7152cd1,6,sentence,火车穿过了一条长长的隧道。,Huǒchē chuānguò le yì tiáo chángcháng de suìdào.,The train passed through a long tunnel.,,,
4ff29f79f5aca188,6,sentence,你在说啥？我听不懂。,Nǐ zài shuō shá? Wǒ tīng bu dǒng.,What are you saying? I don’t understand.,,,
783b601de2a84590,6,sentence,他这个人太卑鄙了。,Tā zhège rén tài bēibǐ le.,That man is really despicable.,,,
e0f07880d8d72e07,6,sentence,人的欲望是没有止境的。,Rén de yùwàng shì méiyǒu zhǐjìng de.,Human desire has no end.,,,
0ff55db2b1736456,6,sentence,感谢您给予我们的帮助。,Gǎnxiè nín jǐyǔ wǒmen de bāngzhù.,Thank you for the help you have given us.,,,
0ee166adeab72c57,6,sentence,我的喉咙有点儿疼。,Wǒ de hóulóng yǒudiǎnr téng.,My throat hurts a little.,,,
e489f6ebf65d3d93,6,sentence,火箭成功地飞向了太空。,Huǒjiàn chénggōng de fēi xiàng le tàikōng.,The rocket flew successfully into space.,,,
9ff5c31751fad423,6,sentence,他是这个团队的领袖。,Tā shì zhège tuánduì de lǐngxiù.,He is the leader of this team.,,,
97801fc989d327ae,6,sentence,火车沿着轨道前进。,Huǒchē yánzhe guǐdào qiánjìn.,The train moves forward along the tracks.,,,
831005960c3191a7,6,sentence,这份工作的薪水不高。,Zhè fèn gōngzuò de xīnshuǐ bù gāo.,The salary for this job is not high.,,,
ed3527bb36ec2f66,6,sentence,仓库里放满了货物。,Cāngkù lǐ fàng mǎn le huòwù.,The warehouse is full of goods.,,,
3621d291d0698d03,6,sentence,我的膝盖受伤了。,Wǒ de xīgài shòushāng le.,My knee is injured.,,,
0cb8a6153d362405,6,sentence,今天的天气有点儿异常。,Jīntiān de tiānqì yǒudiǎnr yìcháng.,Today’s weather is a bit unusual.,,,
b8fddfd819b63162,6,sentence,考试没通过，他很沮丧。,"Kǎoshì méi tōngguò, tā hěn jǔsàng.",He failed the exam and is very depressed.,,,
f1d186fe40979d9b,6,sentence,山上到处都是岩石。,Shān shang dàochù dōu shì yánshí.,There are rocks everywhere on the mountain.,,,
d40d333b739435da,6,sentence,小女孩抱着她的娃娃睡觉。,Xiǎo nǚhái bàozhe tā de wáwa shuìjiào.,The little girl sleeps holding her doll.,,,
269a4564bf63b019,6,sentence,这个想法太荒唐了。,Zhège xiǎngfǎ tài huāngtáng le.,This idea is ridiculous.,,,
c7be272984f1dcd4,6,sentence,政府出台了新的政策。,Zhèngfǔ chūtái le xīn de zhèngcè.,The government introduced a new policy.,,,
a893f8b85a9a4d85,6,sentence,天气冷酷得让人受不了。,Tiānqì lěngkù de ràng rén shòu bu liǎo.,The weather is unbearably harsh.,,,
0a4557b0ed049250,6,sentence,清明节人们去扫墓。,Qīngmíngjié rénmen qù sǎomù.,"At the Qingming Festival, people visit the graves.",,,
56a1ac913f173960,6,sentence,患者需要多休息。,Huànzhě xūyào duō xiūxi.,The patient needs more rest.,,,
53209f89a7d0623e,6,sentence,很多年轻人崇拜这位歌手。,Hěn duō niánqīngrén chóngbài zhè wèi gēshǒu.,Many young people worship this singer.,,,
299fc4c18a042879,6,sentence,我们的祖先来自北方。,Wǒmen de zǔxiān láizì běifāng.,Our ancestors came from the north.,,,
da6fa9ca75176879,6,sentence,他住在一个遥远的小村子里。,Tā zhù zài yí ge yáoyuǎn de xiǎo cūnzi lǐ.,He lives in a distant little village.,,,
f3d91b1b1f720233,6,sentence,新的生命诞生了。,Xīn de shēngmìng dànshēng le.,A new life was born.,,,
3e9ed5c65f7de38d,6,sentence,这是一个巨大的阴谋。,Zhè shì yí ge jùdà de yīnmóu.,This is a huge conspiracy.,,,
147be6a0e0056ab5,6,sentence,老人的目光十分慈祥。,Lǎorén de mùguāng shífēn cíxiáng.,The old man’s gaze is very kind.,,,
91a23fad7ca6495a,6,sentence,没有什么是永恒的。,Méiyǒu shénme shì yǒnghéng de.,Nothing is eternal.,,,
b9bcd7a2c859a6dc,6,sentence,一瞬间，他就不见了。,"Yí shùnjiān, tā jiù bú jiàn le.","In an instant, he was gone.",,,
12b21d35c5551457,6,sentence,妈妈吩咐我早点回家。,Māma fēnfù wǒ zǎodiǎn huíjiā.,Mom told me to come home early.,,,
153155b1f110f2e4,6,sentence,我们能认识，真是缘分。,"Wǒmen néng rènshi, zhēn shì yuánfèn.",It’s really fate that we got to know each other.,,,
0f9765f52b7404cc,6,sentence,病人昏迷了两天。,Bìngrén hūnmí le liǎng tiān.,The patient was unconscious for two days.,,,
c73c50c0b5b6764d,6,sentence,他一生气就砸东西。,Tā yì shēngqì jiù zá dōngxi.,"As soon as he gets angry, he smashes things.",,,
9a747e869c67f541,6,sentence,她生了一对双胞胎。,Tā shēng le yí duì shuāngbāotāi.,She gave birth to twins.,,,
329e8d7a15f7cbf3,6,sentence,天太冷，我的嘴唇都裂了。,"Tiān tài lěng, wǒ de zuǐchún dōu liè le.",It’s so cold that my lips have cracked.,,,
6e551aec8e13d51a,6,sentence,停电了，我们点了蜡烛。,"Tíngdiàn le, wǒmen diǎn le làzhú.","The power went out, so we lit candles.",,,
152fd0bd4f854b19,6,sentence,我们在山上搭了一个帐篷。,Wǒmen zài shān shang dā le yí ge zhàngpeng.,We pitched a tent on the mountain.,,,
25e425deb9687d93,6,sentence,他一直盯着手机看。,Tā yìzhí dīngzhe shǒujī kàn.,He kept staring at his phone.,,,
240a3b0dfb49aa16,6,sentence,这里的野生动物很多。,Zhèlǐ de yěshēng dòngwù hěn duō.,There are many wild animals here.,,,
1651e4734b83566a,6,sentence,机器出了故障。,Jīqì chū le gùzhàng.,The machine broke down.,,,
0e4c2df2de6360e6,6,sentence,这件事涉及很多人。,Zhè jiàn shì shèjí hěn duō rén.,This matter involves many people.,,,
e3c676abb5ba3d36,6,sentence,他在拼命地挣扎。,Tā zài pīnmìng de zhēngzhá.,He is struggling desperately.,,,
1f336b441e1f35d5,6,sentence,火焰越来越高。,Huǒyàn yuè lái yuè gāo.,The flames rose higher and higher.,,,
0f31b49541d02931,6,sentence,请不要骚扰别人。,Qǐng búyào sāorǎo biérén.,Please don’t harass others.,,,
2853184d47d4975d,6,sentence,广告的诱惑力很大。,Guǎnggào de yòuhuò lì hěn dà.,Advertisements are very tempting.,,,
e5f299f34e62297f,6,sentence,我们必须弥补这个损失。,Wǒmen bìxū míbǔ zhège sǔnshī.,We must make up for this loss.,,,
8b02f4546a05cfe6,6,sentence,工厂里有很多机械。,Gōngchǎng lǐ yǒu hěn duō jīxiè.,There is a lot of machinery in the factory.,,,
3dc5d6ecac6b6df0,6,sentence,山上的氧气比较少。,Shān shang de yǎngqì bǐjiào shǎo.,There is less oxygen up on the mountain.,,,
e35dc91e66a114e6,6,sentence,双方签署了和平协议。,Shuāngfāng qiānshǔ le hépíng xiéyì.,The two sides signed a peace agreement.,,,
e7196eab48c6fa77,6,sentence,请保持房间清洁。,Qǐng bǎochí fángjiān qīngjié.,Please keep the room clean.,,,
2e801930997a3e7d,6,sentence,这道菜滋味很好。,Zhè dào cài zīwèi hěn hǎo.,This dish tastes great.,,,
4f653de34409e9d4,6,sentence,他被埋葬在家乡。,Tā bèi máizàng zài jiāxiāng.,He was buried in his hometown.,,,
825377152fc23d7d,6,sentence,虐待动物是犯法的。,Nüèdài dòngwù shì fànfǎ de.,Abusing animals is against the law.,,,
10de3b803a2da7b0,6,sentence,他勉强同意了。,Tā miǎnqiǎng tóngyì le.,He reluctantly agreed.,,,
b81f6aa3c02379d2,6,sentence,警察每天晚上在这里巡逻。,Jǐngchá měi tiān wǎnshang zài zhèlǐ xúnluó.,The police patrol here every night.,,,
41540081b093d7e8,6,sentence,他找到了理想的伴侣。,Tā zhǎodào le lǐxiǎng de bànlǚ.,He found his ideal partner.,,,
8da9965cf80f93a6,6,sentence,照片非常清晰。,Zhàopiàn fēicháng qīngxī.,The photo is very clear.,,,
000a37cf7a6a8957,6,sentence,他操纵了整个比赛。,Tā cāozòng le zhěnggè bǐsài.,He manipulated the entire competition.,,,
f2bfd7857f3bef07,6,sentence,赌博害了他一辈子。,Dǔbó hài le tā yíbèizi.,Gambling ruined his whole life.,,,
39f4e32f65268e31,6,sentence,大雪覆盖了整座城市。,Dàxuě fùgài le zhěng zuò chéngshì.,Heavy snow covered the whole city.,,,
8423c9f5f42e2ee6,6,sentence,地球围绕太阳旋转。,Dìqiú wéirào tàiyáng xuánzhuǎn.,The earth rotates around the sun.,,,
5af3967fd69560aa,6,sentence,我侄子今年五岁。,Wǒ zhízi jīnnián wǔ suì.,My nephew is five this year.,,,
a67fa0ec32461e14,6,sentence,他是个慷慨的人。,Tā shì ge kāngkǎi de rén.,He is a generous person.,,,
3e21665c556dec22,6,sentence,这纯粹是个误会。,Zhè chúncuì shì ge wùhuì.,This is purely a misunderstanding.,,,
c8ed97a593b6b436,6,sentence,敌人侵犯了我们的领土。,Dírén qīnfàn le wǒmen de lǐngtǔ.,The enemy invaded our territory.,,,
c4b4b6d4fd177e34,6,sentence,这条路的直径是十米。,Zhè tiáo lù de zhíjìng shì shí mǐ.,The diameter of this road is ten meters.,,,
71673c7142cea952,6,sentence,这个月的名额已经满了。,Zhège yuè de míng’é yǐjīng mǎn le.,This month’s quota is already full.,,,
109d943352cb7b4e,6,sentence,他的想法有点儿幼稚。,Tā de xiǎngfǎ yǒudiǎnr yòuzhì.,His ideas are a bit childish.,,,
bae06782275ec6a3,6,sentence,不要相信谣言。,Búyào xiāngxìn yáoyán.,Don’t believe rumors.,,,
8a0ad6de919baaba,6,sentence,这首曲子很好听。,Zhè shǒu qǔzi hěn hǎotīng.,This tune is very nice.,,,
80de39e82aa6c175,6,sentence,这是一个悲惨的故事。,Zhè shì yí ge bēicǎn de gùshi.,This is a tragic story.,,,
d1c7482f23bc7cc6,6,sentence,黎明的时候，我们出发了。,"Límíng de shíhou, wǒmen chūfā le.",We set off at dawn.,,,
038a527dd050e02d,6,sentence,他为国家奉献了一生。,Tā wèi guójiā fèngxiàn le yìshēng.,He devoted his whole life to the country.,,,
3f51299ba1a987a7,6,sentence,我倾向于第二个方案。,Wǒ qīngxiàng yú dì-èr ge fāng’àn.,I lean toward the second plan.,,,
5b7e7ff4fd3be1a4,6,sentence,瀑布的声音很大。,Pùbù de shēngyīn hěn dà.,The waterfall is very loud.,,,
3608a88aafbfa8d8,6,sentence,天上飞着几只鸽子。,Tiān shang fēizhe jǐ zhī gēzi.,A few pigeons are flying in the sky.,,,
c0cf04631c087a2a,6,sentence,春天来了，雪开始融化。,"Chūntiān lái le, xuě kāishǐ rónghuà.","Spring is here, and the snow is starting to melt.",,,
4c64c75bec54ed1f,6,sentence,他决定挽救这家公司。,Tā juédìng wǎnjiù zhè jiā gōngsī.,He decided to save this company.,,,
cfbe140315a105ac,6,sentence,他们在海边买了一栋别墅。,Tāmen zài hǎibiān mǎi le yí dòng biéshù.,They bought a villa by the sea.,,,
06ad2fb412ea0e75,6,sentence,病人在病床上呻吟。,Bìngrén zài bìngchuáng shang shēnyín.,The patient groaned on the sickbed.,,,
69a1741ec29604ed,6,sentence,噪音让我睡不着。,Zàoyīn ràng wǒ shuì bu zháo.,The noise keeps me from sleeping.,,,
ca6296a63996e8c9,6,sentence,这份文件是伪造的。,Zhè fèn wénjiàn shì wěizào de.,This document is forged.,,,
dddfffb21ea6f81b,6,sentence,船慢慢地驶进了港口。,Chuán mànmàn de shǐ jìn le gǎngkǒu.,The ship slowly sailed into the harbor.,,,
e4d1a0e6aeb699d1,6,sentence,你的报酬是多少？,Nǐ de bàochou shì duōshao?,How much is your pay?,,,
67ada6160975bf8d,6,sentence,她每天早上化妆。,Tā měi tiān zǎoshang huàzhuāng.,She puts on makeup every morning.,,,
ac71d5cf6aab045d,6,sentence,灾民们又饥饿又寒冷。,Zāimínmen yòu jī’è yòu hánlěng.,The disaster victims are both hungry and cold.,,,
10778a64afd6053e,6,sentence,酗酒对身体不好。,Xùjiǔ duì shēntǐ bù hǎo.,Heavy drinking is bad for your health.,,,
43514c98018ecb28,6,sentence,手机的辐射对人有害吗？,Shǒujī de fúshè duì rén yǒuhài ma?,Is radiation from mobile phones harmful to people?,,,
11fae472647fb676,6,sentence,他的态度非常极端。,Tā de tàidù fēicháng jíduān.,His attitude is extremely radical.,,,
65504a0384bcba81,6,sentence,他被警察拘留了。,Tā bèi jǐngchá jūliú le.,He was detained by the police.,,,
3ea83bc3610e73e9,6,sentence,她在学习潜水。,Tā zài xuéxí qiánshuǐ.,She is learning to dive.,,,
bce4898d6359efa5,6,sentence,他叹了一口气，走了。,"Tā tàn le yì kǒu qì, zǒu le.",He sighed and left.,,,
51edb5bb6640eee4,6,sentence,这种情况让人难堪。,Zhè zhǒng qíngkuàng ràng rén nánkān.,This situation is embarrassing.,,,
205ec4ca7cc67108,6,sentence,他说话太粗鲁了。,Tā shuōhuà tài cūlǔ le.,He speaks too rudely.,,,
cb5bacbac5cfe082,6,sentence,门口有人在吹喇叭。,Ménkǒu yǒu rén zài chuī lǎba.,Someone is blowing a horn at the door.,,,
49d6b20fe8bdc487,6,sentence,她一个人抚养两个孩子。,Tā yí ge rén fǔyǎng liǎng ge háizi.,She raised two children on her own.,,,
3ee980b697ee49cb,6,sentence,这件事处理得很妥当。,Zhè jiàn shì chǔlǐ de hěn tuǒdang.,This matter was handled properly.,,,
8e4a0a3e1a4a582b,6,sentence,考试作弊是不对的。,Kǎoshì zuòbì shì bú duì de.,Cheating on exams is wrong.,,,
49063d5ad07ffd6b,6,sentence,我妈妈很会烹饪。,Wǒ māma hěn huì pēngrèn.,My mother is very good at cooking.,,,
8b4416f8f142745d,6,sentence,他浑身都是汗。,Tā húnshēn dōu shì hàn.,He is covered in sweat.,,,
cb1cceb0ece0746b,6,sentence,撒谎是可耻的。,Sāhuǎng shì kěchǐ de.,Lying is shameful.,,,
3448f1987848317a,6,sentence,工人们在挖掘一条新的隧道。,Gōngrénmen zài wājué yì tiáo xīn de suìdào.,The workers are digging a new tunnel.,,,
ca18325bfd0339b1,6,sentence,港口停着三艘大船。,Gǎngkǒu tíngzhe sān sōu dà chuán.,Three big ships are docked at the harbor.,,,
ad9a509b1f5dab0c,6,sentence,贪婪的人永远不会满足。,Tānlán de rén yǒngyuǎn bú huì mǎnzú.,A greedy person will never be satisfied.,,,
05c8ff1251b93a06,6,sentence,请随身携带护照。,Qǐng suíshēn xiédài hùzhào.,Please carry your passport with you.,,,
8106123b7eee7a05,6,sentence,跑完步，他不停地喘气。,"Pǎo wán bù, tā bùtíng de chuǎnqì.",After the run he kept panting.,,,
9db94238bca5f1db,6,sentence,前面有红灯，快刹车！,"Qiánmiàn yǒu hóngdēng, kuài shāchē!","There’s a red light ahead, brake quickly!",,,
eb91f900f813bea5,6,sentence,父母有责任监督孩子学习。,Fùmǔ yǒu zérèn jiāndū háizi xuéxí.,Parents have a duty to supervise their children’s studies.,,,
792b1184dba1d40f,6,sentence,这条珍珠项链很贵。,Zhè tiáo zhēnzhū xiàngliàn hěn guì.,This pearl necklace is very expensive.,,,
a567c0a19bf05c75,6,sentence,工人们决定罢工。,Gōngrénmen juédìng bàgōng.,The workers decided to go on strike.,,,
1241e854833c7495,6,sentence,这是一个庞大的工程。,Zhè shì yí ge pángdà de gōngchéng.,This is a huge project.,,,
f64de4d565d2bfb0,6,sentence,他因为贿赂被开除了。,Tā yīnwèi huìlù bèi kāichú le.,He was fired for bribery.,,,
b75523f483b6ae0a,6,sentence,遇到危险的时候要镇定。,Yùdào wēixiǎn de shíhou yào zhèndìng.,Stay calm when you encounter danger.,,,
bd696e53da0d341d,6,sentence,我目睹了整个过程。,Wǒ mùdǔ le zhěnggè guòchéng.,I witnessed the entire process.,,,
2cf2b7852d926532,6,sentence,我嫂子是一名护士。,Wǒ sǎozi shì yì míng hùshi.,My sister-in-law is a nurse.,,,
51e84487ac052494,6,sentence,他只是一个平凡的人。,Tā zhǐshì yí ge píngfán de rén.,He is just an ordinary person.,,,
45ab8fc49a3a1342,6,sentence,她喜欢棕色的鞋子。,Tā xǐhuan zōngsè de xiézi.,She likes brown shoes.,,,
3a1ede931c7004ef,6,sentence,他嫌这个房子太小。,Tā xián zhège fángzi tài xiǎo.,He complains that this house is too small.,,,
1af852ce691803f9,6,sentence,这个杯子摔得粉碎。,Zhège bēizi shuāi de fěnsuì.,The cup was smashed to pieces.,,,
67122cb5394e2c80,6,sentence,鉴于这种情况，我们决定推迟会议。,"Jiànyú zhè zhǒng qíngkuàng, wǒmen juédìng tuīchí huìyì.","In view of this situation, we decided to postpone the meeting.",,,
5b4fc1488d5b2aaf,6,sentence,饭前要洗手，去掉细菌。,"Fàn qián yào xǐshǒu, qùdiào xìjūn.",Wash your hands before meals to get rid of germs.,,,
a6aa4cae5f68b6e7,6,sentence,孩子不能太依赖父母。,Háizi bù néng tài yīlài fùmǔ.,Children shouldn’t depend too much on their parents.,,,
4ffe14e6b606692c,6,sentence,新郎和新娘都很高兴。,Xīnláng hé xīnniáng dōu hěn gāoxìng.,The bride and groom are both very happy.,,,
42eb33f0eaf1f003,6,sentence,他是一位杰出的科学家。,Tā shì yí wèi jiéchū de kēxuéjiā.,He is an outstanding scientist.,,,
c2ac75b960d91c61,6,sentence,小猫趴在窗台上晒太阳。,Xiǎomāo pā zài chuāngtái shang shài tàiyáng.,The kitten lies on the windowsill sunbathing.,,,
34263ec3ae05a40d,6,sentence,这种食物脂肪太多。,Zhè zhǒng shíwù zhīfáng tài duō.,This kind of food has too much fat.,,,
eca23a9fa641fd4f,6,sentence,他们俘虏了很多敌人。,Tāmen fúlǔ le hěn duō dírén.,They captured many enemy soldiers.,,,
1361dce8c98b3352,6,sentence,这个房间很宽敞。,Zhège fángjiān hěn kuānchang.,This room is very spacious.,,,
908e4f2678a85951,6,sentence,电脑屏幕坏了。,Diànnǎo píngmù huài le.,The computer screen is broken.,,,
22176c3f5ea7620f,6,sentence,这里的房子太昂贵了。,Zhèlǐ de fángzi tài ángguì le.,The houses here are too expensive.,,,
262bebec32b20b12,6,sentence,一群蚂蚁在搬东西。,Yì qún mǎyǐ zài bān dōngxi.,A group of ants is carrying things.,,,
f39b1dc67b8e4872,6,sentence,他的手臂很有力气。,Tā de shǒubì hěn yǒu lìqi.,His arms are very strong.,,,
c919751f6839d049,6,sentence,他履行了自己的诺言。,Tā lǚxíng le zìjǐ de nuòyán.,He kept his promise.,,,
f004db0e744732cd,6,sentence,这种鸟在这里很罕见。,Zhè zhǒng niǎo zài zhèlǐ hěn hǎnjiàn.,This kind of bird is rare here.,,,
