id,level,kind,zh,pinyin,en,status,reviewer,note
12a14d02d5f4a2b4,biz,business-term,人民币基金,rénmínbì jījīn,RMB fund,ok,claude:claude-opus-5,
0612920090660ee5,biz,business-phrase,我们正在募集第三期美元基金，目标规模五亿美元。,"Wǒmen zhèngzài mùjí dì-sān qī měiyuán jījīn, mùbiāo guīmó wǔ yì měiyuán.","We are raising our third USD fund, targeting 500 million dollars.",ok,claude:claude-opus-5,
6612a0fa44244e49,biz,business-phrase,管理费百分之二，业绩报酬百分之二十，门槛收益率百分之八。,"Guǎnlǐfèi bǎi fēn zhī èr, yèjì bàochou bǎi fēn zhī èrshí, ménkǎn shōuyìlǜ bǎi fēn zhī bā.","Two percent management fee, twenty percent carry, eight percent hurdle.",ok,claude:claude-opus-5,
72abdd21955a9631,biz,business-phrase,您有兴趣做我们的基石投资者吗？,Nín yǒu xìngqù zuò wǒmen de jīshí tóuzīzhě ma?,Would you be interested in anchoring the fund?,ok,claude:claude-opus-5,
79f326be4409d51f,biz,business-term,项目,xiàngmù,deal / project,ok,claude:claude-opus-5,
49ca95ee7a9a1bdf,biz,business-term,赛道,sàidào,sector / vertical,ok,claude:claude-opus-5,
c1079c79559e00e6,biz,business-term,商业模式,shāngyè móshì,business model,ok,claude:claude-opus-5,
bac9adc1df9582bf,biz,business-term,融资,róngzī,financing / to raise capital,ok,claude:claude-opus-5,
4890584bb57540f5,biz,business-term,轮次,lúncì,financing round,ok,claude:claude-opus-5,
2c751922604a1006,biz,business-term,领投,lǐngtóu,to lead a round,ok,claude:claude-opus-5,
818ce0e2e4bb6060,biz,business-term,跟投,gēntóu,to follow / co-invest,ok,claude:claude-opus-5,
bf180c46d77dbd57,biz,business-term,路演,lùyǎn,roadshow / pitch,ok,claude:claude-opus-5,
c02596a636df0b91,biz,business-term,商业计划书,shāngyè jìhuàshū,business plan (BP),ok,claude:claude-opus-5,
fc585a14bf792136,biz,business-term,独角兽,dújiǎoshòu,unicorn,ok,claude:claude-opus-5,
b3f42275da4ee4a8,biz,business-term,市场规模,shìchǎng guīmó,market size,ok,claude:claude-opus-5,
d4fd37cffecbf554,biz,business-term,竞争壁垒,jìngzhēng bìlěi,competitive moat,ok,claude:claude-opus-5,
c2538ad518329d44,biz,business-term,投资意向书,tóuzī yìxiàngshū,letter of intent / term sheet,ok,claude:claude-opus-5,
13c05da4d01f48ee,biz,business-term,排他期,páitāqī,exclusivity period,ok,claude:claude-opus-5,
2e6819303cc5b34c,biz,business-term,保密协议,bǎomì xiéyì,non-disclosure agreement (NDA),ok,claude:claude-opus-5,
8e5b42630ac43fb6,biz,business-phrase,这个项目我们很感兴趣，想进一步了解。,"Zhè ge xiàngmù wǒmen hěn gǎn xìngqù, xiǎng jìnyíbù liǎojiě.",We are very interested in this deal and would like to learn more.,fix,claude:claude-opus-5,"|Zhège xiàngmù wǒmen hěn gǎn xìngqù, xiǎng jìnyībù liǎojiě.||一 keeps its dictionary tone: jìnyībù, not jìnyíbù."
31c17b0a591406d2,biz,business-phrase,这一轮谁领投？我们可以考虑跟投。,Zhè yì lún shéi lǐngtóu? Wǒmen kěyǐ kǎolǜ gēntóu.,Who is leading this round? We could consider following.,fix,claude:claude-opus-5,|Zhè yī lún shéi lǐngtóu? Wǒmen kěyǐ kǎolǜ gēntóu.||Tone sandhi is not written: 一 should be yī.
a5531455357c40bb,biz,business-phrase,请先签保密协议，然后我们发商业计划书。,"Qǐng xiān qiān bǎomì xiéyì, ránhòu wǒmen fā shāngyè jìhuàshū.","Please sign the NDA first, then we will send the business plan.",ok,claude:claude-opus-5,
6d6714781239c257,biz,business-term,估值,gūzhí,valuation,ok,claude:claude-opus-5,
8a9b45b2b0f800e3,biz,business-term,投前估值,tóuqián gūzhí,pre-money valuation,ok,claude:claude-opus-5,
c9484e19fd6d0a5e,biz,business-term,投后估值,tóuhòu gūzhí,post-money valuation,ok,claude:claude-opus-5,
7655e62411d3b776,biz,business-term,股权,gǔquán,equity,ok,claude:claude-opus-5,
cd1c6e2e6be6b7a3,biz,business-term,持股比例,chígǔ bǐlì,shareholding percentage,ok,claude:claude-opus-5,
1ee7ed0c9c5ffed3,biz,business-term,优先清算权,yōuxiān qīngsuànquán,liquidation preference,ok,claude:claude-opus-5,
83d9df126f67353f,biz,business-term,反稀释,fǎnxīshì,anti-dilution,ok,claude:claude-opus-5,
024067bf6ef4f3e1,biz,business-term,对赌协议,duìdǔ xiéyì,valuation adjustment mechanism (VAM),ok,claude:claude-opus-5,
93f28022325172aa,biz,business-term,董事会席位,dǒngshìhuì xíwèi,board seat,ok,claude:claude-opus-5,
f7d089e5e8d8c336,biz,business-term,一票否决权,yí piào fǒujuéquán,veto right,fix,claude:claude-opus-5,|yī piào fǒujuéquán||一 keeps its dictionary tone yī; sandhi is not written.
8360986485227cc8,biz,business-term,优先认购权,yōuxiān rèngòuquán,pre-emptive right,ok,claude:claude-opus-5,
d5bdeef3243c9709,biz,business-term,回购权,huígòuquán,redemption / buy-back right,ok,claude:claude-opus-5,
ef3319ba5bd093d6,biz,business-term,期权池,qīquánchí,option pool (ESOP),ok,claude:claude-opus-5,
84c237214e93799e,biz,business-term,可转换优先股,kězhuǎnhuàn yōuxiāngǔ,convertible preferred shares,ok,claude:claude-opus-5,
1882f7bab7be829d,biz,business-term,可转债,kězhuǎnzhài,convertible note,ok,claude:claude-opus-5,
eecfcc761b6f1fc0,biz,business-term,领售权,lǐngshòuquán,drag-along right,ok,claude:claude-opus-5,
50048ee643045f00,biz,business-term,随售权,suíshòuquán,tag-along right,ok,claude:claude-opus-5,
1a3136513b02036b,biz,business-term,锁定期,suǒdìngqī,lock-up period,ok,claude:claude-opus-5,
3c0b492e3e0357ba,biz,business-phrase,我们的报价是投前估值两亿美元，投资三千万美元。,"Wǒmen de bàojià shì tóuqián gūzhí liǎng yì měiyuán, tóuzī sānqiān wàn měiyuán.","Our offer is a 200 million pre-money valuation, investing 30 million.",fix,claude:claude-opus-5,"||Our offer is a pre-money valuation of 200 million US dollars, with an investment of 30 million US dollars.|English omitted the currency (美元) stated in the Chinese."
ec2092a99d64f46d,biz,business-phrase,一倍不参与分配的优先清算权是我们的底线。,Yí bèi bù cānyù fēnpèi de yōuxiān qīngsuànquán shì wǒmen de dǐxiàn.,A one-times non-participating liquidation preference is our bottom line.,fix,claude:claude-opus-5,|Yī bèi bù cānyù fēnpèi de yōuxiān qīngsuànquán shì wǒmen de dǐxiàn.||一 should keep dictionary tone yī without written sandhi.
93195c2d0e8475fd,biz,business-phrase,估值可以谈，但是董事会席位不能少。,"Gūzhí kěyǐ tán, dànshì dǒngshìhuì xíwèi bù néng shǎo.","Valuation is negotiable, but the board seat is not.",ok,claude:claude-opus-5,
e35c7f25ac5a27ef,biz,business-term,尽职调查,jìnzhí diàochá,due diligence,ok,claude:claude-opus-5,
664a03e371ae524d,biz,business-term,财务尽调,cáiwù jìndiào,financial due diligence,ok,claude:claude-opus-5,
69c81a320790d747,biz,business-term,法律尽调,fǎlǜ jìndiào,legal due diligence,ok,claude:claude-opus-5,
07cb2bd95079d9d8,biz,business-term,审计报告,shěnjì bàogào,audit report,ok,claude:claude-opus-5,
7eb6599bfbbcb612,biz,business-term,数据室,shùjùshì,data room,ok,claude:claude-opus-5,
e21b307982a5e5f6,biz,business-term,现金流,xiànjīnliú,cash flow,ok,claude:claude-opus-5,
071f96c56f57b206,biz,business-term,营业收入,yíngyè shōurù,revenue,ok,claude:claude-opus-5,
7ab0b643f4a5cd30,biz,business-term,毛利率,máolìlǜ,gross margin,ok,claude:claude-opus-5,
766b90a3050e76d1,biz,business-term,净利润,jìnglìrùn,net profit,ok,claude:claude-opus-5,
462c2fc34ff205ae,biz,business-term,应收账款,yīngshōu zhàngkuǎn,accounts receivable,ok,claude:claude-opus-5,
2a5946bee7716fae,biz,business-term,负债,fùzhài,liabilities / debt,ok,claude:claude-opus-5,
2f50ef19db8eb27f,biz,business-term,关联交易,guānlián jiāoyì,related-party transaction,ok,claude:claude-opus-5,
d39f0c6b72244bb9,biz,business-term,合规,héguī,compliance,ok,claude:claude-opus-5,
6bbe0fdb9113cc4b,biz,business-term,税务,shuìwù,tax affairs,ok,claude:claude-opus-5,
72b79527609267ba,biz,business-term,知识产权,zhīshi chǎnquán,intellectual property,ok,claude:claude-opus-5,
72b2e6661fa6ab58,biz,business-term,客户集中度,kèhù jízhōngdù,customer concentration,ok,claude:claude-opus-5,
925cb54f686ff554,biz,business-phrase,请把最近三年的审计报告放进数据室。,Qǐng bǎ zuìjìn sān nián de shěnjì bàogào fàng jìn shùjùshì.,Please put the last three years of audit reports in the data room.,fix,claude:claude-opus-5,|Qǐng bǎ zuìjìn sān nián de shěnjì bàogào fàngjìn shùjùshì.||放进 is one word in pinyin.
6ea700066cdde9af,biz,business-phrase,这笔关联交易是怎么定价的？,Zhè bǐ guānlián jiāoyì shì zěnme dìngjià de?,How was this related-party transaction priced?,ok,claude:claude-opus-5,
babcccdd60c2eea4,biz,business-phrase,毛利率为什么去年下降了五个百分点？,Máolìlǜ wèi shénme qùnián xiàjiàng le wǔ ge bǎifēndiǎn?,Why did gross margin fall five percentage points last year?,fix,claude:claude-opus-5,毛利率去年为什么下降了五个百分点？|Máolìlǜ qùnián wèishénme xiàjiàngle wǔ ge bǎifēndiǎn?||Time word normally precedes 为什么; pinyin joins 为什么 and 下降了.
9cc326622fee1507,biz,business-term,谈判,tánpàn,negotiation,ok,claude:claude-opus-5,
57035061135e03a2,biz,business-term,让步,ràngbù,to concede / a concession,ok,claude:claude-opus-5,
a71f1b012f814cff,biz,business-term,底线,dǐxiàn,bottom line,ok,claude:claude-opus-5,
16bb1d2b098c2b2f,biz,business-term,条件,tiáojiàn,condition / terms,ok,claude:claude-opus-5,
f8c69ac05e3739cb,biz,business-term,双赢,shuāngyíng,win-win,ok,claude:claude-opus-5,
8b67d2f1b9417ca9,biz,business-term,妥协,tuǒxié,compromise,ok,claude:claude-opus-5,
2575cdc9930f58fc,biz,business-term,分歧,fēnqí,disagreement / gap,ok,claude:claude-opus-5,
04d6a2338abac8a9,biz,business-term,达成一致,dáchéng yízhì,reach agreement,fix,claude:claude-opus-5,|dáchéng yīzhì||一 keeps its dictionary tone (sandhi not written).
23c647a4dfc45578,biz,business-term,原则上,yuánzé shang,in principle,fix,claude:claude-opus-5,|yuánzé shàng||上 here is full fourth tone.
4021039a64cfa460,biz,business-term,灵活,línghuó,flexible,ok,claude:claude-opus-5,
b2509bf097cbde16,biz,business-term,诚意,chéngyì,sincerity / good faith,ok,claude:claude-opus-5,
2820feb87ffe2ce2,biz,business-term,面子,miànzi,face (reputation),ok,claude:claude-opus-5,
ae10ecea8d056841,biz,business-term,折中,zhézhōng,to split the difference,ok,claude:claude-opus-5,
1e089ea4eec7300a,biz,business-term,最后报价,zuìhòu bàojià,final offer,ok,claude:claude-opus-5,
f80ff15d167e37c3,biz,business-phrase,我们原则上同意，细节还需要再讨论。,"Wǒmen yuánzé shang tóngyì, xìjié hái xūyào zài tǎolùn.",We agree in principle; the details need more discussion.,fix,claude:claude-opus-5,"|Wǒmen yuánzé shàng tóngyì, xìjié hái xūyào zài tǎolùn.||上 should be shàng."
0e8d1438bfb1fda1,biz,business-phrase,这一点我们可以让步，但估值上希望您也灵活一些。,"Zhè yì diǎn wǒmen kěyǐ ràngbù, dàn gūzhí shang xīwàng nín yě línghuó yìxiē.","We can concede this point, but we hope you can be flexible on valuation too.",fix,claude:claude-opus-5,"|Zhè yī diǎn wǒmen kěyǐ ràngbù, dàn gūzhí shàng xīwàng nín yě línghuó yīxiē.||一 keeps dictionary tone and 上 is shàng."
9b26726202ceb4f5,biz,business-phrase,我们内部再讨论一下，明天给您答复。,"Wǒmen nèibù zài tǎolùn yíxià, míngtiān gěi nín dáfù.",We will discuss internally and reply tomorrow.,fix,claude:claude-opus-5,"|Wǒmen nèibù zài tǎolùn yīxià, míngtiān gěi nín dáfù.||一 sandhi should not be written."
142b024a92e52ab6,biz,business-phrase,这已经是我们最后的报价了。,Zhè yǐjīng shì wǒmen zuìhòu de bàojià le.,This is already our final offer.,ok,claude:claude-opus-5,
0581eef79ac8cca6,biz,business-phrase,我看我们各让一步，折中一下怎么样？,"Wǒ kàn wǒmen gè ràng yí bù, zhézhōng yíxià zěnmeyàng?",How about we each give a little and split the difference?,fix,claude:claude-opus-5,"|Wǒ kàn wǒmen gè ràng yī bù, zhézhōng yīxià zěnmeyàng?||一 keeps dictionary tone in both places."
83aa8186e118b518,biz,business-term,签约,qiānyuē,signing,ok,claude:claude-opus-5,
948d0c5592d2629a,biz,business-term,交割,jiāogē,closing (completion),ok,claude:claude-opus-5,
52be947af3490c31,biz,business-term,交割条件,jiāogē tiáojiàn,conditions precedent (CPs),ok,claude:claude-opus-5,
8f55ec25bcd358d0,biz,business-term,交割日,jiāogērì,closing date,ok,claude:claude-opus-5,
6f0546de73d1c9b0,biz,business-term,付款,fùkuǎn,payment,ok,claude:claude-opus-5,
fadf44d48de51a31,biz,business-term,电汇,diànhuì,wire transfer,ok,claude:claude-opus-5,
b34547adb79967e0,biz,business-term,托管账户,tuōguǎn zhànghù,escrow account,ok,claude:claude-opus-5,
f91e59a0579cc81c,biz,business-term,外汇管制,wàihuì guǎnzhì,foreign-exchange control,ok,claude:claude-opus-5,
b819fc4371df0abe,biz,business-term,结汇,jiéhuì,to convert foreign currency into RMB,ok,claude:claude-opus-5,
539eea86f1ec3dff,biz,business-term,购汇,gòuhuì,to buy foreign currency (with RMB),ok,claude:claude-opus-5,
57ef2c45ef260ee3,biz,business-term,汇率,huìlǜ,exchange rate,ok,claude:claude-opus-5,
5028f56b22c245df,biz,business-term,境外直接投资备案,jìngwài zhíjiē tóuzī bèi’àn,ODI filing (outbound direct investment),ok,claude:claude-opus-5,
387ccc9ce8f145f0,biz,business-term,国家外汇管理局,Guójiā Wàihuì Guǎnlǐjú,SAFE (State Administration of Foreign Exchange),ok,claude:claude-opus-5,
6d9c8c96bedf328b,biz,business-term,发改委,Fāgǎiwěi,NDRC (National Development and Reform Commission),ok,claude:claude-opus-5,
5b0fbf09de786941,biz,business-term,商务部,Shāngwùbù,MOFCOM (Ministry of Commerce),ok,claude:claude-opus-5,
60a036ca1618e39a,biz,business-term,三十七号文登记,sānshíqī hào wén dēngjì,SAFE Circular 37 registration,ok,claude:claude-opus-5,
ef9b89bd2614109b,biz,business-term,红筹架构,hóngchóu jiàgòu,red-chip structure (offshore holding),ok,claude:claude-opus-5,
f34864e2ff406906,biz,business-term,VIE结构,VIE jiégòu,variable-interest-entity structure,ok,claude:claude-opus-5,
dcd39def81d9ce91,biz,business-term,开曼公司,Kāimàn gōngsī,Cayman company,ok,claude:claude-opus-5,
5f9569f60b3bb668,biz,business-term,境内,jìngnèi,onshore,ok,claude:claude-opus-5,
c6f6e57dad247311,biz,business-term,境外,jìngwài,offshore,ok,claude:claude-opus-5,
0e557344ea143e77,biz,business-term,工商变更,gōngshāng biàngēng,company registry update (SAMR),ok,claude:claude-opus-5,
4472c788b0ca7c57,biz,business-phrase,所有交割条件满足后三个工作日内付款。,Suǒyǒu jiāogē tiáojiàn mǎnzú hòu sān ge gōngzuòrì nèi fùkuǎn.,Payment within three business days after all conditions precedent are satisfied.,fix,claude:claude-opus-5,"所有交割条件满足后，三个工作日内付款。|Suǒyǒu jiāogē tiáojiàn mǎnzú hòu, sān ge gōngzuòrì nèi fùkuǎn.||A comma after the long adverbial clause is needed for readability."
c1e730fcbae86471,biz,business-phrase,资金先打到托管账户，工商变更完成后再释放。,"Zījīn xiān dǎ dào tuōguǎn zhànghù, gōngshāng biàngēng wánchéng hòu zài shìfàng.",Funds go to escrow first and are released after the registry update is complete.,ok,claude:claude-opus-5,
7f1251b8ddcc1784,biz,business-phrase,境外直接投资备案大概需要多长时间？,Jìngwài zhíjiē tóuzī bèi’àn dàgài xūyào duō cháng shíjiān?,Roughly how long will the ODI filing take?,ok,claude:claude-opus-5,
b783f2a3b02482ea,biz,business-phrase,我们按签约日的汇率结算。,Wǒmen àn qiānyuē rì de huìlǜ jiésuàn.,We settle at the exchange rate on the signing date.,ok,claude:claude-opus-5,
c8f08be6bdf3cff5,biz,business-phrase,钱到账了，交割完成，合作愉快！,"Qián dàozhàng le, jiāogē wánchéng, hézuò yúkuài!","The funds have arrived, closing is complete, here’s to working together!",ok,claude:claude-opus-5,
f70659f0a0034b2c,biz,business-term,股东协议,gǔdōng xiéyì,shareholders’ agreement,ok,claude:claude-opus-5,
f67fac5c68f87b84,biz,business-term,股份购买协议,gǔfèn gòumǎi xiéyì,share purchase agreement (SPA),ok,claude:claude-opus-5,
3f11ddb5cc699443,biz,business-term,公司章程,gōngsī zhāngchéng,articles of association,ok,claude:claude-opus-5,
fbc422afaade6313,biz,business-term,陈述与保证,chénshù yǔ bǎozhèng,representations and warranties,ok,claude:claude-opus-5,
cf4b3a69084877da,biz,business-term,违约,wéiyuē,breach of contract,ok,claude:claude-opus-5,
b671f140ae8e5758,biz,business-term,赔偿,péicháng,indemnity / compensation,ok,claude:claude-opus-5,
faab828afd30d562,biz,business-term,仲裁,zhòngcái,arbitration,ok,claude:claude-opus-5,
0855c975042949af,biz,business-term,管辖法律,guǎnxiá fǎlǜ,governing law,ok,claude:claude-opus-5,
c997444643299f36,biz,business-term,生效,shēngxiào,to come into effect,ok,claude:claude-opus-5,
8637ac9558ff1093,biz,business-term,终止,zhōngzhǐ,to terminate,ok,claude:claude-opus-5,
c7225dbf105eeed5,biz,business-term,附件,fùjiàn,schedule / attachment,ok,claude:claude-opus-5,
4fb2a721fed18e76,biz,business-term,盖章,gàizhāng,to stamp with the company seal,ok,claude:claude-opus-5,
06d4f871757d3ac7,biz,business-term,律师事务所,lǜshī shìwùsuǒ,law firm,ok,claude:claude-opus-5,
38d47a0586d824b9,biz,business-phrase,协议适用香港法律，争议提交香港国际仲裁中心仲裁。,"Xiéyì shìyòng Xiānggǎng fǎlǜ, zhēngyì tíjiāo Xiānggǎng Guójì Zhòngcái Zhōngxīn zhòngcái.",The agreement is governed by Hong Kong law; disputes go to HKIAC arbitration.,ok,claude:claude-opus-5,
a3254a1a8eb35858,biz,business-phrase,请贵方律师尽快回复我们的修改意见。,Qǐng guìfāng lǜshī jǐnkuài huífù wǒmen de xiūgǎi yìjiàn.,Please have your counsel respond to our mark-up as soon as possible.,ok,claude:claude-opus-5,
350f39717c4337bf,biz,business-phrase,合同一式两份，双方签字盖章后生效。,"Hétong yí shì liǎng fèn, shuāngfāng qiānzì gàizhāng hòu shēngxiào.",Two originals; effective once both sides sign and chop.,fix,claude:claude-opus-5,"|Hétong yīshì liǎng fèn, shuāngfāng qiānzì gàizhāng hòu shēngxiào.||一 should keep its dictionary tone yī (sandhi not written) and 一式 is one word."
498e1d59b4d787ee,biz,business-term,退出,tuìchū,exit,ok,claude:claude-opus-5,
64f04e9b1dbad452,biz,business-term,上市,shàngshì,to list / IPO,ok,claude:claude-opus-5,
9cdd2576bcc43886,biz,business-term,首次公开募股,shǒucì gōngkāi mùgǔ,initial public offering (IPO),ok,claude:claude-opus-5,
f04ea69b79f4fd15,biz,business-term,并购,bìnggòu,mergers and acquisitions (M&A),ok,claude:claude-opus-5,
f9a3871c2349efec,biz,business-term,老股转让,lǎogǔ zhuǎnràng,secondary sale of existing shares,ok,claude:claude-opus-5,
ca136e9b075fdaec,biz,business-term,科创板,Kēchuàngbǎn,STAR Market (Shanghai),ok,claude:claude-opus-5,
f20fbfbe74de6c84,biz,business-term,港交所,Gǎngjiāosuǒ,Hong Kong Stock Exchange (HKEX),ok,claude:claude-opus-5,
f89f8826384e7bd2,biz,business-term,纳斯达克,Nàsīdákè,NASDAQ,ok,claude:claude-opus-5,
d67b8f8bc0ae46cf,biz,business-term,回报倍数,huíbào bèishù,multiple on invested capital (MOIC),ok,claude:claude-opus-5,
51e8685171729ea5,biz,business-term,内部收益率,nèibù shōuyìlǜ,internal rate of return (IRR),ok,claude:claude-opus-5,
582daaeda74de830,biz,business-term,账面价值,zhàngmiàn jiàzhí,book value,ok,claude:claude-opus-5,
fc135337a267b9fd,biz,business-term,分配,fēnpèi,distribution,ok,claude:claude-opus-5,
3e982d630b9ab454,biz,business-term,减持,jiǎnchí,to reduce a holding / sell down,ok,claude:claude-opus-5,
53d2ea9b93deacb3,biz,business-phrase,我们计划三到五年内通过上市或并购退出。,Wǒmen jìhuà sān dào wǔ nián nèi tōngguò shàngshì huò bìnggòu tuìchū.,We plan to exit within three to five years via IPO or M&A.,ok,claude:claude-opus-5,
52461d99a1168197,biz,business-phrase,上一期基金的内部收益率是百分之二十五，回报倍数三倍。,"Shàng yì qī jījīn de nèibù shōuyìlǜ shì bǎi fēn zhī èrshíwǔ, huíbào bèishù sān bèi.",The previous fund’s IRR was 25 percent with a 3x multiple.,fix,claude:claude-opus-5,"|Shàng yī qī jījīn de nèibù shōuyìlǜ shì bǎi fēn zhī èrshíwǔ, huíbào bèishù sān bèi.||一 keeps its dictionary tone yī since tone sandhi is not written."
253aaff19a394621,biz,business-term,关系,guānxi,relationships / connections,ok,claude:claude-opus-5,
5e5e780ac61f2f9e,biz,business-term,饭局,fànjú,business dinner,ok,claude:claude-opus-5,
48f2b3f6e53cf4e9,biz,business-term,请客,qǐngkè,to host / treat,ok,claude:claude-opus-5,
7e3819d36dd4baac,biz,business-term,敬酒,jìngjiǔ,to toast someone,ok,claude:claude-opus-5,
61b99196d57c26a4,biz,business-term,干杯,gānbēi,cheers (bottoms up),ok,claude:claude-opus-5,
78e07efce8ca0462,biz,business-term,白酒,báijiǔ,Chinese liquor,ok,claude:claude-opus-5,
08c623d9b4b7b361,biz,business-term,随意,suíyì,as you like (not bottoms up),ok,claude:claude-opus-5,
6157e3141c5f72d8,biz,business-term,主宾,zhǔbīn,guest of honour,ok,claude:claude-opus-5,
811fe0719f385336,biz,business-term,买单,mǎidān,to pay the bill,ok,claude:claude-opus-5,
74fa9d6a54d409bb,biz,business-term,客气,kèqi,polite / to stand on ceremony,ok,claude:claude-opus-5,
4d9a4eae251c2e6f,biz,business-term,长期合作,chángqī hézuò,long-term cooperation,ok,claude:claude-opus-5,
677aad1a0ee44cd6,biz,business-term,朋友,péngyou,friend,ok,claude:claude-opus-5,
91f24c4e8e173ffc,biz,business-phrase,我敬您一杯，感谢您的信任和支持。,"Wǒ jìng nín yì bēi, gǎnxiè nín de xìnrèn hé zhīchí.","A toast to you, with thanks for your trust and support.",fix,claude:claude-opus-5,"|Wǒ jìng nín yī bēi, gǎnxiè nín de xìnrèn hé zhīchí.||一 keeps its dictionary tone yī; sandhi not written."
afae389bf229e74f,biz,business-phrase,合作愉快，以后常来往！,"Hézuò yúkuài, yǐhòu cháng láiwǎng!",To a happy partnership; let’s stay in close touch!,ok,claude:claude-opus-5,
8e1f5230c6e2179c,biz,business-phrase,今天我做东，大家别客气。,"Jīntiān wǒ zuòdōng, dàjiā bié kèqi.","Tonight is on me, everyone; please don’t stand on ceremony.",fix,claude:claude-opus-5,"||Today it's on me, everyone; please don't stand on ceremony.|今天 means today, not tonight."
32406b01b374d4fa,biz,business-phrase,先做朋友，再做生意。,"Xiān zuò péngyou, zài zuò shēngyi.","Friends first, business second.",ok,claude:claude-opus-5,
fc227df4fc949728,biz,business-term,万,wàn,ten thousand,ok,claude:claude-opus-5,
395ae225e5b85b5e,biz,business-term,亿,yì,hundred million,ok,claude:claude-opus-5,
ba9771ca730db58f,biz,business-term,人民币,rénmínbì,"renminbi (RMB, CNY)",ok,claude:claude-opus-5,
